"citizen","geo","time","values","iso2"
"Stateless","Switzerland",2016-07-31,5,"CH"
"Stateless","Czech Republic",2016-07-31,5,"CZ"
"Stateless","Germany (until 1990 former territory of the FRG)",2016-07-31,605,"DE"
"Stateless","Denmark",2016-07-31,10,"DK"
"Stateless","Greece",2016-07-31,5,"EL"
"Stateless","European Union (28 countries)",2016-07-31,865,"EU28"
"Stateless","Finland",2016-07-31,10,"FI"
"Stateless","France",2016-07-31,15,"FR"
"Stateless","Netherlands",2016-07-31,10,"NL"
"Stateless","Norway",2016-07-31,15,"NO"
"Stateless","Romania",2016-07-31,5,"RO"
"Stateless","Sweden",2016-07-31,85,"SE"
"Stateless","Total",2016-07-31,885,"TOTAL"
"Stateless","United Kingdom",2016-07-31,50,"UK"
"El Salvador","Belgium",2016-07-31,5,"BE"
"El Salvador","Spain",2016-07-31,30,"ES"
"El Salvador","European Union (28 countries)",2016-07-31,230,"EU28"
"El Salvador","Italy",2016-07-31,175,"IT"
"El Salvador","Sweden",2016-07-31,10,"SE"
"El Salvador","Total",2016-07-31,230,"TOTAL"
"El Salvador","United Kingdom",2016-07-31,10,"UK"
"Syria","Austria",2016-07-31,640,"AT"
"Syria","Belgium",2016-07-31,195,"BE"
"Syria","Bulgaria",2016-07-31,150,"BG"
"Syria","Switzerland",2016-07-31,110,"CH"
"Syria","Cyprus",2016-07-31,95,"CY"
"Syria","Czech Republic",2016-07-31,15,"CZ"
"Syria","Germany (until 1990 former territory of the FRG)",2016-07-31,23980,"DE"
"Syria","Denmark",2016-07-31,65,"DK"
"Syria","Estonia",2016-07-31,5,"EE"
"Syria","Greece",2016-07-31,2610,"EL"
"Syria","Spain",2016-07-31,165,"ES"
"Syria","European Union (28 countries)",2016-07-31,29665,"EU28"
"Syria","Finland",2016-07-31,60,"FI"
"Syria","France",2016-07-31,435,"FR"
"Syria","Croatia",2016-07-31,10,"HR"
"Syria","Hungary",2016-07-31,515,"HU"
"Syria","Italy",2016-07-31,25,"IT"
"Syria","Lithuania",2016-07-31,5,"LT"
"Syria","Luxembourg",2016-07-31,20,"LU"
"Syria","Malta",2016-07-31,15,"MT"
"Syria","Netherlands",2016-07-31,190,"NL"
"Syria","Norway",2016-07-31,45,"NO"
"Syria","Romania",2016-07-31,55,"RO"
"Syria","Sweden",2016-07-31,295,"SE"
"Syria","Slovenia",2016-07-31,10,"SI"
"Syria","Total",2016-07-31,29825,"TOTAL"
"Syria","United Kingdom",2016-07-31,110,"UK"
"Chad","Germany (until 1990 former territory of the FRG)",2016-07-31,10,"DE"
"Chad","European Union (28 countries)",2016-07-31,60,"EU28"
"Chad","France",2016-07-31,35,"FR"
"Chad","Italy",2016-07-31,10,"IT"
"Chad","Total",2016-07-31,65,"TOTAL"
"Togo","Belgium",2016-07-31,10,"BE"
"Togo","Switzerland",2016-07-31,5,"CH"
"Togo","Germany (until 1990 former territory of the FRG)",2016-07-31,60,"DE"
"Togo","European Union (28 countries)",2016-07-31,170,"EU28"
"Togo","France",2016-07-31,10,"FR"
"Togo","Italy",2016-07-31,85,"IT"
"Togo","Total",2016-07-31,170,"TOTAL"
"Thailand","European Union (28 countries)",2016-07-31,5,"EU28"
"Thailand","Total",2016-07-31,5,"TOTAL"
"Thailand","United Kingdom",2016-07-31,5,"UK"
"Tajikistan","Austria",2016-07-31,10,"AT"
"Tajikistan","Germany (until 1990 former territory of the FRG)",2016-07-31,135,"DE"
"Tajikistan","European Union (28 countries)",2016-07-31,190,"EU28"
"Tajikistan","Finland",2016-07-31,5,"FI"
"Tajikistan","Poland",2016-07-31,35,"PL"
"Tajikistan","Sweden",2016-07-31,5,"SE"
"Tajikistan","Total",2016-07-31,195,"TOTAL"
"Turkmenistan","Germany (until 1990 former territory of the FRG)",2016-07-31,5,"DE"
"Turkmenistan","European Union (28 countries)",2016-07-31,5,"EU28"
"Turkmenistan","Total",2016-07-31,5,"TOTAL"
"Tunisia","Austria",2016-07-31,5,"AT"
"Tunisia","Switzerland",2016-07-31,20,"CH"
"Tunisia","Germany (until 1990 former territory of the FRG)",2016-07-31,80,"DE"
"Tunisia","Denmark",2016-07-31,5,"DK"
"Tunisia","European Union (28 countries)",2016-07-31,190,"EU28"
"Tunisia","France",2016-07-31,30,"FR"
"Tunisia","Italy",2016-07-31,40,"IT"
"Tunisia","Netherlands",2016-07-31,5,"NL"
"Tunisia","Sweden",2016-07-31,10,"SE"
"Tunisia","Total",2016-07-31,210,"TOTAL"
"Tunisia","United Kingdom",2016-07-31,5,"UK"
"Total","Austria",2016-07-31,2910,"AT"
"Total","Belgium",2016-07-31,1035,"BE"
"Total","Bulgaria",2016-07-31,1505,"BG"
"Total","Switzerland",2016-07-31,2370,"CH"
"Total","Cyprus",2016-07-31,225,"CY"
"Total","Czech Republic",2016-07-31,85,"CZ"
"Total","Germany (until 1990 former territory of the FRG)",2016-07-31,76550,"DE"
"Total","Denmark",2016-07-31,395,"DK"
"Total","Estonia",2016-07-31,10,"EE"
"Total","Greece",2016-07-31,3940,"EL"
"Total","Spain",2016-07-31,1005,"ES"
"Total","European Union (28 countries)",2016-07-31,114430,"EU28"
"Total","Finland",2016-07-31,335,"FI"
"Total","France",2016-07-31,6035,"FR"
"Total","Croatia",2016-07-31,90,"HR"
"Total","Hungary",2016-07-31,1750,"HU"
"Total","Ireland",2016-07-31,160,"IE"
"Total","Iceland",2016-07-31,40,"IS"
"Total","Italy",2016-07-31,10870,"IT"
"Total","Liechtenstein",2016-07-31,10,"LI"
"Total","Lithuania",2016-07-31,35,"LT"
"Total","Luxembourg",2016-07-31,120,"LU"
"Total","Latvia",2016-07-31,25,"LV"
"Total","Malta",2016-07-31,130,"MT"
"Total","Netherlands",2016-07-31,1530,"NL"
"Total","Norway",2016-07-31,255,"NO"
"Total","Poland",2016-07-31,1045,"PL"
"Total","Portugal",2016-07-31,70,"PT"
"Total","Romania",2016-07-31,115,"RO"
"Total","Sweden",2016-07-31,1530,"SE"
"Total","Slovenia",2016-07-31,35,"SI"
"Total","Total",2016-07-31,117105,"TOTAL"
"Total","United Kingdom",2016-07-31,2880,"UK"
"Turkey","Austria",2016-07-31,45,"AT"
"Turkey","Belgium",2016-07-31,20,"BE"
"Turkey","Switzerland",2016-07-31,30,"CH"
"Turkey","Germany (until 1990 former territory of the FRG)",2016-07-31,545,"DE"
"Turkey","Greece",2016-07-31,10,"EL"
"Turkey","European Union (28 countries)",2016-07-31,805,"EU28"
"Turkey","France",2016-07-31,70,"FR"
"Turkey","Hungary",2016-07-31,20,"HU"
"Turkey","Italy",2016-07-31,30,"IT"
"Turkey","Netherlands",2016-07-31,15,"NL"
"Turkey","Sweden",2016-07-31,25,"SE"
"Turkey","Slovenia",2016-07-31,5,"SI"
"Turkey","Total",2016-07-31,840,"TOTAL"
"Turkey","United Kingdom",2016-07-31,15,"UK"
"Trinidad and Tobago","European Union (28 countries)",2016-07-31,5,"EU28"
"Trinidad and Tobago","Netherlands",2016-07-31,5,"NL"
"Trinidad and Tobago","Total",2016-07-31,5,"TOTAL"
"Trinidad and Tobago","United Kingdom",2016-07-31,5,"UK"
"Tanzania","Germany (until 1990 former territory of the FRG)",2016-07-31,10,"DE"
"Tanzania","European Union (28 countries)",2016-07-31,15,"EU28"
"Tanzania","Total",2016-07-31,15,"TOTAL"
"Ukraine","Austria",2016-07-31,40,"AT"
"Ukraine","Belgium",2016-07-31,5,"BE"
"Ukraine","Switzerland",2016-07-31,10,"CH"
"Ukraine","Czech Republic",2016-07-31,30,"CZ"
"Ukraine","Germany (until 1990 former territory of the FRG)",2016-07-31,170,"DE"
"Ukraine","Greece",2016-07-31,5,"EL"
"Ukraine","Spain",2016-07-31,135,"ES"
"Ukraine","European Union (28 countries)",2016-07-31,755,"EU28"
"Ukraine","France",2016-07-31,35,"FR"
"Ukraine","Iceland",2016-07-31,5,"IS"
"Ukraine","Italy",2016-07-31,185,"IT"
"Ukraine","Lithuania",2016-07-31,5,"LT"
"Ukraine","Luxembourg",2016-07-31,10,"LU"
"Ukraine","Malta",2016-07-31,5,"MT"
"Ukraine","Netherlands",2016-07-31,25,"NL"
"Ukraine","Norway",2016-07-31,5,"NO"
"Ukraine","Poland",2016-07-31,45,"PL"
"Ukraine","Portugal",2016-07-31,5,"PT"
"Ukraine","Sweden",2016-07-31,45,"SE"
"Ukraine","Total",2016-07-31,775,"TOTAL"
"Uganda","Germany (until 1990 former territory of the FRG)",2016-07-31,15,"DE"
"Uganda","European Union (28 countries)",2016-07-31,35,"EU28"
"Uganda","Netherlands",2016-07-31,5,"NL"
"Uganda","Total",2016-07-31,40,"TOTAL"
"Uganda","United Kingdom",2016-07-31,15,"UK"
"Unknown","Belgium",2016-07-31,85,"BE"
"Unknown","Switzerland",2016-07-31,15,"CH"
"Unknown","Germany (until 1990 former territory of the FRG)",2016-07-31,1360,"DE"
"Unknown","European Union (28 countries)",2016-07-31,1525,"EU28"
"Unknown","Finland",2016-07-31,5,"FI"
"Unknown","Hungary",2016-07-31,5,"HU"
"Unknown","Italy",2016-07-31,10,"IT"
"Unknown","Netherlands",2016-07-31,45,"NL"
"Unknown","Sweden",2016-07-31,15,"SE"
"Unknown","Total",2016-07-31,1535,"TOTAL"
"United States","European Union (28 countries)",2016-07-31,5,"EU28"
"United States","Total",2016-07-31,5,"TOTAL"
"United States","United Kingdom",2016-07-31,5,"UK"
"Uzbekistan","Germany (until 1990 former territory of the FRG)",2016-07-31,15,"DE"
"Uzbekistan","European Union (28 countries)",2016-07-31,45,"EU28"
"Uzbekistan","Italy",2016-07-31,5,"IT"
"Uzbekistan","Sweden",2016-07-31,20,"SE"
"Uzbekistan","Total",2016-07-31,45,"TOTAL"
"Venezuela","Germany (until 1990 former territory of the FRG)",2016-07-31,10,"DE"
"Venezuela","Spain",2016-07-31,285,"ES"
"Venezuela","European Union (28 countries)",2016-07-31,370,"EU28"
"Venezuela","France",2016-07-31,45,"FR"
"Venezuela","Italy",2016-07-31,10,"IT"
"Venezuela","Netherlands",2016-07-31,5,"NL"
"Venezuela","Portugal",2016-07-31,5,"PT"
"Venezuela","Sweden",2016-07-31,5,"SE"
"Venezuela","Total",2016-07-31,370,"TOTAL"
"Venezuela","United Kingdom",2016-07-31,5,"UK"
"Vietnam","Cyprus",2016-07-31,15,"CY"
"Vietnam","Germany (until 1990 former territory of the FRG)",2016-07-31,35,"DE"
"Vietnam","European Union (28 countries)",2016-07-31,120,"EU28"
"Vietnam","Poland",2016-07-31,5,"PL"
"Vietnam","Total",2016-07-31,120,"TOTAL"
"Vietnam","United Kingdom",2016-07-31,60,"UK"
"Kosovo (under United Nations Security Council Resolution 1244/99)","Austria",2016-07-31,5,"AT"
"Kosovo (under United Nations Security Council Resolution 1244/99)","Belgium",2016-07-31,10,"BE"
"Kosovo (under United Nations Security Council Resolution 1244/99)","Switzerland",2016-07-31,15,"CH"
"Kosovo (under United Nations Security Council Resolution 1244/99)","Germany (until 1990 former territory of the FRG)",2016-07-31,590,"DE"
"Kosovo (under United Nations Security Council Resolution 1244/99)","Denmark",2016-07-31,5,"DK"
"Kosovo (under United Nations Security Council Resolution 1244/99)","European Union (28 countries)",2016-07-31,880,"EU28"
"Kosovo (under United Nations Security Council Resolution 1244/99)","Finland",2016-07-31,5,"FI"
"Kosovo (under United Nations Security Council Resolution 1244/99)","France",2016-07-31,150,"FR"
"Kosovo (under United Nations Security Council Resolution 1244/99)","Hungary",2016-07-31,5,"HU"
"Kosovo (under United Nations Security Council Resolution 1244/99)","Italy",2016-07-31,35,"IT"
"Kosovo (under United Nations Security Council Resolution 1244/99)","Luxembourg",2016-07-31,10,"LU"
"Kosovo (under United Nations Security Council Resolution 1244/99)","Netherlands",2016-07-31,55,"NL"
"Kosovo (under United Nations Security Council Resolution 1244/99)","Sweden",2016-07-31,15,"SE"
"Kosovo (under United Nations Security Council Resolution 1244/99)","Total",2016-07-31,900,"TOTAL"
"Yemen","Switzerland",2016-07-31,5,"CH"
"Yemen","Germany (until 1990 former territory of the FRG)",2016-07-31,85,"DE"
"Yemen","Spain",2016-07-31,5,"ES"
"Yemen","European Union (28 countries)",2016-07-31,125,"EU28"
"Yemen","Finland",2016-07-31,5,"FI"
"Yemen","France",2016-07-31,5,"FR"
"Yemen","Sweden",2016-07-31,10,"SE"
"Yemen","Total",2016-07-31,135,"TOTAL"
"Yemen","United Kingdom",2016-07-31,10,"UK"
"South Africa","European Union (28 countries)",2016-07-31,15,"EU28"
"South Africa","Ireland",2016-07-31,10,"IE"
"South Africa","Total",2016-07-31,15,"TOTAL"
"South Africa","United Kingdom",2016-07-31,5,"UK"
"Zimbabwe","Germany (until 1990 former territory of the FRG)",2016-07-31,5,"DE"
"Zimbabwe","European Union (28 countries)",2016-07-31,60,"EU28"
"Zimbabwe","Ireland",2016-07-31,30,"IE"
"Zimbabwe","Sweden",2016-07-31,5,"SE"
"Zimbabwe","Total",2016-07-31,60,"TOTAL"
"Zimbabwe","United Kingdom",2016-07-31,20,"UK"
"Afghanistan","Austria",2016-06-30,1170,"AT"
"Afghanistan","Belgium",2016-06-30,135,"BE"
"Afghanistan","Bulgaria",2016-06-30,695,"BG"
"Afghanistan","Switzerland",2016-06-30,110,"CH"
"Afghanistan","Germany (until 1990 former territory of the FRG)",2016-06-30,16875,"DE"
"Afghanistan","Denmark",2016-06-30,120,"DK"
"Afghanistan","Greece",2016-06-30,140,"EL"
"Afghanistan","Spain",2016-06-30,10,"ES"
"Afghanistan","European Union (28 countries)",2016-06-30,22350,"EU28"
"Afghanistan","Finland",2016-06-30,20,"FI"
"Afghanistan","France",2016-06-30,505,"FR"
"Afghanistan","Croatia",2016-06-30,35,"HR"
"Afghanistan","Hungary",2016-06-30,2000,"HU"
"Afghanistan","Ireland",2016-06-30,10,"IE"
"Afghanistan","Italy",2016-06-30,160,"IT"
"Afghanistan","Luxembourg",2016-06-30,5,"LU"
"Afghanistan","Latvia",2016-06-30,15,"LV"
"Afghanistan","Netherlands",2016-06-30,60,"NL"
"Afghanistan","Norway",2016-06-30,30,"NO"
"Afghanistan","Poland",2016-06-30,5,"PL"
"Afghanistan","Romania",2016-06-30,5,"RO"
"Afghanistan","Sweden",2016-06-30,100,"SE"
"Afghanistan","Total",2016-06-30,22485,"TOTAL"
"Afghanistan","United Kingdom",2016-06-30,285,"UK"
"Albania","Austria",2016-06-30,5,"AT"
"Albania","Belgium",2016-06-30,45,"BE"
"Albania","Switzerland",2016-06-30,20,"CH"
"Albania","Germany (until 1990 former territory of the FRG)",2016-06-30,1350,"DE"
"Albania","Denmark",2016-06-30,10,"DK"
"Albania","Greece",2016-06-30,75,"EL"
"Albania","European Union (28 countries)",2016-06-30,2335,"EU28"
"Albania","France",2016-06-30,475,"FR"
"Albania","Ireland",2016-06-30,15,"IE"
"Albania","Iceland",2016-06-30,10,"IS"
"Albania","Italy",2016-06-30,35,"IT"
"Albania","Luxembourg",2016-06-30,15,"LU"
"Albania","Netherlands",2016-06-30,100,"NL"
"Albania","Norway",2016-06-30,10,"NO"
"Albania","Sweden",2016-06-30,65,"SE"
"Albania","Total",2016-06-30,2375,"TOTAL"
"Albania","United Kingdom",2016-06-30,140,"UK"
"Armenia","Austria",2016-06-30,15,"AT"
"Armenia","Belgium",2016-06-30,15,"BE"
"Armenia","Switzerland",2016-06-30,5,"CH"
"Armenia","Czech Republic",2016-06-30,5,"CZ"
"Armenia","Germany (until 1990 former territory of the FRG)",2016-06-30,475,"DE"
"Armenia","Greece",2016-06-30,5,"EL"
"Armenia","Spain",2016-06-30,10,"ES"
"Armenia","European Union (28 countries)",2016-06-30,650,"EU28"
"Armenia","France",2016-06-30,80,"FR"
"Armenia","Netherlands",2016-06-30,5,"NL"
"Armenia","Poland",2016-06-30,15,"PL"
"Armenia","Sweden",2016-06-30,15,"SE"
"Armenia","Total",2016-06-30,655,"TOTAL"
"Armenia","United Kingdom",2016-06-30,5,"UK"
"Angola","Belgium",2016-06-30,5,"BE"
"Angola","Switzerland",2016-06-30,5,"CH"
"Angola","Germany (until 1990 former territory of the FRG)",2016-06-30,10,"DE"
"Angola","European Union (28 countries)",2016-06-30,80,"EU28"
"Angola","France",2016-06-30,55,"FR"
"Angola","Total",2016-06-30,85,"TOTAL"
"Angola","United Kingdom",2016-06-30,5,"UK"
"Argentina","European Union (28 countries)",2016-06-30,5,"EU28"
"Argentina","Total",2016-06-30,5,"TOTAL"
"Argentina","United Kingdom",2016-06-30,5,"UK"
"Azerbaijan","Austria",2016-06-30,5,"AT"
"Azerbaijan","Belgium",2016-06-30,5,"BE"
"Azerbaijan","Germany (until 1990 former territory of the FRG)",2016-06-30,405,"DE"
"Azerbaijan","Spain",2016-06-30,5,"ES"
"Azerbaijan","European Union (28 countries)",2016-06-30,460,"EU28"
"Azerbaijan","Finland",2016-06-30,5,"FI"
"Azerbaijan","France",2016-06-30,15,"FR"
"Azerbaijan","Netherlands",2016-06-30,5,"NL"
"Azerbaijan","Poland",2016-06-30,10,"PL"
"Azerbaijan","Sweden",2016-06-30,5,"SE"
"Azerbaijan","Total",2016-06-30,460,"TOTAL"
"Azerbaijan","United Kingdom",2016-06-30,5,"UK"
"Bosnia and Herzegovina","Austria",2016-06-30,5,"AT"
"Bosnia and Herzegovina","Belgium",2016-06-30,5,"BE"
"Bosnia and Herzegovina","Switzerland",2016-06-30,20,"CH"
"Bosnia and Herzegovina","Germany (until 1990 former territory of the FRG)",2016-06-30,175,"DE"
"Bosnia and Herzegovina","European Union (28 countries)",2016-06-30,265,"EU28"
"Bosnia and Herzegovina","France",2016-06-30,25,"FR"
"Bosnia and Herzegovina","Italy",2016-06-30,5,"IT"
"Bosnia and Herzegovina","Luxembourg",2016-06-30,5,"LU"
"Bosnia and Herzegovina","Netherlands",2016-06-30,20,"NL"
"Bosnia and Herzegovina","Sweden",2016-06-30,25,"SE"
"Bosnia and Herzegovina","Total",2016-06-30,285,"TOTAL"
"Bangladesh","Austria",2016-06-30,15,"AT"
"Bangladesh","Bulgaria",2016-06-30,5,"BG"
"Bangladesh","Cyprus",2016-06-30,5,"CY"
"Bangladesh","Germany (until 1990 former territory of the FRG)",2016-06-30,230,"DE"
"Bangladesh","Denmark",2016-06-30,5,"DK"
"Bangladesh","Greece",2016-06-30,45,"EL"
"Bangladesh","Spain",2016-06-30,10,"ES"
"Bangladesh","European Union (28 countries)",2016-06-30,1020,"EU28"
"Bangladesh","France",2016-06-30,200,"FR"
"Bangladesh","Hungary",2016-06-30,45,"HU"
"Bangladesh","Italy",2016-06-30,260,"IT"
"Bangladesh","Sweden",2016-06-30,15,"SE"
"Bangladesh","Total",2016-06-30,1020,"TOTAL"
"Bangladesh","United Kingdom",2016-06-30,185,"UK"
"Burkina Faso","Belgium",2016-06-30,5,"BE"
"Burkina Faso","Germany (until 1990 former territory of the FRG)",2016-06-30,35,"DE"
"Burkina Faso","European Union (28 countries)",2016-06-30,135,"EU28"
"Burkina Faso","France",2016-06-30,5,"FR"
"Burkina Faso","Italy",2016-06-30,90,"IT"
"Burkina Faso","Total",2016-06-30,135,"TOTAL"
"Burundi","Belgium",2016-06-30,15,"BE"
"Burundi","Switzerland",2016-06-30,5,"CH"
"Burundi","Germany (until 1990 former territory of the FRG)",2016-06-30,5,"DE"
"Burundi","Greece",2016-06-30,5,"EL"
"Burundi","European Union (28 countries)",2016-06-30,40,"EU28"
"Burundi","France",2016-06-30,10,"FR"
"Burundi","Netherlands",2016-06-30,5,"NL"
"Burundi","Sweden",2016-06-30,5,"SE"
"Burundi","Total",2016-06-30,40,"TOTAL"
"Benin","Switzerland",2016-06-30,5,"CH"
"Benin","Germany (until 1990 former territory of the FRG)",2016-06-30,25,"DE"
"Benin","European Union (28 countries)",2016-06-30,65,"EU28"
"Benin","Italy",2016-06-30,35,"IT"
"Benin","Total",2016-06-30,65,"TOTAL"
"Bolivia","European Union (28 countries)",2016-06-30,5,"EU28"
"Bolivia","Total",2016-06-30,5,"TOTAL"
"Brazil","Germany (until 1990 former territory of the FRG)",2016-06-30,10,"DE"
"Brazil","Spain",2016-06-30,5,"ES"
"Brazil","European Union (28 countries)",2016-06-30,30,"EU28"
"Brazil","Italy",2016-06-30,5,"IT"
"Brazil","Sweden",2016-06-30,5,"SE"
"Brazil","Total",2016-06-30,30,"TOTAL"
"Belarus","Switzerland",2016-06-30,5,"CH"
"Belarus","Germany (until 1990 former territory of the FRG)",2016-06-30,30,"DE"
"Belarus","Denmark",2016-06-30,5,"DK"
"Belarus","European Union (28 countries)",2016-06-30,55,"EU28"
"Belarus","Finland",2016-06-30,5,"FI"
"Belarus","Poland",2016-06-30,5,"PL"
"Belarus","Sweden",2016-06-30,10,"SE"
"Belarus","Total",2016-06-30,65,"TOTAL"
"Democratic Republic of the Congo","Austria",2016-06-30,5,"AT"
"Democratic Republic of the Congo","Belgium",2016-06-30,45,"BE"
"Democratic Republic of the Congo","Switzerland",2016-06-30,25,"CH"
"Democratic Republic of the Congo","Germany (until 1990 former territory of the FRG)",2016-06-30,30,"DE"
"Democratic Republic of the Congo","Greece",2016-06-30,20,"EL"
"Democratic Republic of the Congo","Spain",2016-06-30,5,"ES"
"Democratic Republic of the Congo","European Union (28 countries)",2016-06-30,365,"EU28"
"Democratic Republic of the Congo","France",2016-06-30,215,"FR"
"Democratic Republic of the Congo","Hungary",2016-06-30,15,"HU"
"Democratic Republic of the Congo","Italy",2016-06-30,15,"IT"
"Democratic Republic of the Congo","Portugal",2016-06-30,5,"PT"
"Democratic Republic of the Congo","Sweden",2016-06-30,5,"SE"
"Democratic Republic of the Congo","Total",2016-06-30,395,"TOTAL"
"Democratic Republic of the Congo","United Kingdom",2016-06-30,10,"UK"
"Central African Republic","Spain",2016-06-30,5,"ES"
"Central African Republic","European Union (28 countries)",2016-06-30,130,"EU28"
"Central African Republic","France",2016-06-30,120,"FR"
"Central African Republic","Total",2016-06-30,130,"TOTAL"
"Congo","Belgium",2016-06-30,5,"BE"
"Congo","Germany (until 1990 former territory of the FRG)",2016-06-30,20,"DE"
"Congo","Greece",2016-06-30,5,"EL"
"Congo","European Union (28 countries)",2016-06-30,120,"EU28"
"Congo","France",2016-06-30,70,"FR"
"Congo","Hungary",2016-06-30,5,"HU"
"Congo","Italy",2016-06-30,5,"IT"
"Congo","Netherlands",2016-06-30,5,"NL"
"Congo","Portugal",2016-06-30,5,"PT"
"Congo","Total",2016-06-30,120,"TOTAL"
"Congo","United Kingdom",2016-06-30,5,"UK"
"Côte d'Ivoire","Belgium",2016-06-30,5,"BE"
"Côte d'Ivoire","Switzerland",2016-06-30,20,"CH"
"Côte d'Ivoire","Germany (until 1990 former territory of the FRG)",2016-06-30,110,"DE"
"Côte d'Ivoire","Spain",2016-06-30,20,"ES"
"Côte d'Ivoire","European Union (28 countries)",2016-06-30,1045,"EU28"
"Côte d'Ivoire","France",2016-06-30,140,"FR"
"Côte d'Ivoire","Italy",2016-06-30,755,"IT"
"Côte d'Ivoire","Sweden",2016-06-30,5,"SE"
"Côte d'Ivoire","Total",2016-06-30,1065,"TOTAL"
"Côte d'Ivoire","United Kingdom",2016-06-30,5,"UK"
"Chile","Total",2016-06-30,5,"TOTAL"
"Cameroon","Austria",2016-06-30,5,"AT"
"Cameroon","Belgium",2016-06-30,15,"BE"
"Cameroon","Switzerland",2016-06-30,10,"CH"
"Cameroon","Cyprus",2016-06-30,5,"CY"
"Cameroon","Germany (until 1990 former territory of the FRG)",2016-06-30,120,"DE"
"Cameroon","Greece",2016-06-30,10,"EL"
"Cameroon","Spain",2016-06-30,10,"ES"
"Cameroon","European Union (28 countries)",2016-06-30,490,"EU28"
"Cameroon","France",2016-06-30,45,"FR"
"Cameroon","Italy",2016-06-30,245,"IT"
"Cameroon","Norway",2016-06-30,5,"NO"
"Cameroon","Romania",2016-06-30,5,"RO"
"Cameroon","Sweden",2016-06-30,5,"SE"
"Cameroon","Total",2016-06-30,505,"TOTAL"
"Cameroon","United Kingdom",2016-06-30,20,"UK"
"China (including Hong Kong)","Austria",2016-06-30,30,"AT"
"China (including Hong Kong)","Switzerland",2016-06-30,30,"CH"
"China (including Hong Kong)","Czech Republic",2016-06-30,5,"CZ"
"China (including Hong Kong)","Germany (until 1990 former territory of the FRG)",2016-06-30,120,"DE"
"China (including Hong Kong)","Denmark",2016-06-30,5,"DK"
"China (including Hong Kong)","Greece",2016-06-30,5,"EL"
"China (including Hong Kong)","Spain",2016-06-30,20,"ES"
"China (including Hong Kong)","European Union (28 countries)",2016-06-30,585,"EU28"
"China (including Hong Kong)","France",2016-06-30,195,"FR"
"China (including Hong Kong)","Italy",2016-06-30,85,"IT"
"China (including Hong Kong)","Netherlands",2016-06-30,5,"NL"
"China (including Hong Kong)","Norway",2016-06-30,5,"NO"
"China (including Hong Kong)","Sweden",2016-06-30,10,"SE"
"China (including Hong Kong)","Total",2016-06-30,620,"TOTAL"
"China (including Hong Kong)","United Kingdom",2016-06-30,95,"UK"
"Colombia","Belgium",2016-06-30,5,"BE"
"Colombia","Spain",2016-06-30,30,"ES"
"Colombia","European Union (28 countries)",2016-06-30,55,"EU28"
"Colombia","France",2016-06-30,5,"FR"
"Colombia","Italy",2016-06-30,5,"IT"
"Colombia","Sweden",2016-06-30,5,"SE"
"Colombia","Total",2016-06-30,60,"TOTAL"
"Cuba","Austria",2016-06-30,5,"AT"
"Cuba","Czech Republic",2016-06-30,15,"CZ"
"Cuba","Germany (until 1990 former territory of the FRG)",2016-06-30,10,"DE"
"Cuba","European Union (28 countries)",2016-06-30,85,"EU28"
"Cuba","France",2016-06-30,10,"FR"
"Cuba","Hungary",2016-06-30,25,"HU"
"Cuba","Italy",2016-06-30,5,"IT"
"Cuba","Sweden",2016-06-30,15,"SE"
"Cuba","Total",2016-06-30,85,"TOTAL"
"Czech Republic","Total",2016-06-30,5,"TOTAL"
"Djibouti","Germany (until 1990 former territory of the FRG)",2016-06-30,5,"DE"
"Djibouti","European Union (28 countries)",2016-06-30,10,"EU28"
"Djibouti","France",2016-06-30,5,"FR"
"Djibouti","Sweden",2016-06-30,5,"SE"
"Djibouti","Total",2016-06-30,15,"TOTAL"
"Dominican Republic","Belgium",2016-06-30,5,"BE"
"Dominican Republic","European Union (28 countries)",2016-06-30,55,"EU28"
"Dominican Republic","France",2016-06-30,40,"FR"
"Dominican Republic","Total",2016-06-30,55,"TOTAL"
"Algeria","Austria",2016-06-30,50,"AT"
"Algeria","Bulgaria",2016-06-30,5,"BG"
"Algeria","Switzerland",2016-06-30,35,"CH"
"Algeria","Germany (until 1990 former territory of the FRG)",2016-06-30,230,"DE"
"Algeria","Denmark",2016-06-30,15,"DK"
"Algeria","Greece",2016-06-30,15,"EL"
"Algeria","Spain",2016-06-30,55,"ES"
"Algeria","European Union (28 countries)",2016-06-30,665,"EU28"
"Algeria","France",2016-06-30,210,"FR"
"Algeria","Croatia",2016-06-30,10,"HR"
"Algeria","Hungary",2016-06-30,35,"HU"
"Algeria","Ireland",2016-06-30,5,"IE"
"Algeria","Luxembourg",2016-06-30,5,"LU"
"Algeria","Netherlands",2016-06-30,10,"NL"
"Algeria","Norway",2016-06-30,5,"NO"
"Algeria","Sweden",2016-06-30,5,"SE"
"Algeria","Total",2016-06-30,705,"TOTAL"
"Algeria","United Kingdom",2016-06-30,15,"UK"
"Egypt","Austria",2016-06-30,10,"AT"
"Egypt","Switzerland",2016-06-30,10,"CH"
"Egypt","Germany (until 1990 former territory of the FRG)",2016-06-30,210,"DE"
"Egypt","Greece",2016-06-30,5,"EL"
"Egypt","European Union (28 countries)",2016-06-30,400,"EU28"
"Egypt","France",2016-06-30,30,"FR"
"Egypt","Hungary",2016-06-30,10,"HU"
"Egypt","Italy",2016-06-30,80,"IT"
"Egypt","Malta",2016-06-30,5,"MT"
